code,name,price,trend,momentum,volatility,volume,sr,pattern,sentiment,raw,adj,final,zone,action,weekly_raw,g5,g10,ext,rsi,dist_flags,mct,sector,mcap,avgvol
MOIL,Maridive & oil services,0.55,17,8,7,16,6,12,5,71,-1.0,73.0,Strong,Enter w/ confidence,68,7.8,17.0,10.3,77.8,2,,nan,nan,nan
ELEC,Electro Cable Egypt,2.16,14,12,10,9,5,6,5,61,2.0,71.0,Strong,Enter w/ confidence,49,2.4,3.3,2.1,57.5,0,,nan,nan,nan
OCPH,October Pharma,366.34,18,13,5,12,8,7,5,68,-2.0,71.0,Strong,Enter w/ confidence,59,2.8,6.8,3.6,63.3,0,,nan,nan,nan
RAYA,Raya Holding For Financial Investments,8.29,17,9,6,15,7,11,5,70,1.0,71.0,Strong,Enter w/ confidence,57,0.1,16.4,7.5,64.2,2,,nan,nan,nan
MOSC,Misr Oils & Soap,297.11,20,13,5,9,6,5,5,63,1.0,69.0,Moderate,Enter w/ caution,55,9.3,18.7,8.2,61.5,2,,nan,nan,nan
GDWA,Gadwa For Industrial Development,0.84,17,12,6,12,6,7,5,65,-2.0,68.0,Moderate,Enter w/ caution,40,7.7,10.5,6.2,66.7,2,,nan,nan,nan
MASR,Madinet Masr For Housing and Development,8.2,17,10,6,15,6,10,5,69,-1.0,68.0,Moderate,Enter w/ caution,64,6.1,21.7,9.9,71.2,2,,nan,nan,nan
QNBA,Qatar National Bank,54.8,17,12,8,9,9,5,5,65,2.0,68.0,Moderate,Enter w/ caution,59,3.6,5.8,2.6,59.4,0,,nan,nan,nan
TANM,Tanmiya for Real Estate Investment,5.83,19,9,7,16,6,8,5,70,-3.0,68.0,Moderate,Enter w/ caution,67,7.0,16.8,10.1,71.7,2,,nan,nan,nan
ZMID,Zahraa Maadi Investment & Development,7.26,18,9,6,16,6,10,5,70,-3.0,68.0,Moderate,Enter w/ caution,67,7.1,15.4,9.9,71.1,2,,nan,nan,nan
MCRO,Macro Group Pharmaceuticals - Macro Capital,1.35,15,10,8,17,7,2,5,64,-2.0,67.0,Moderate,Enter w/ caution,43,6.3,14.4,7.7,67.6,2,,nan,nan,nan
CCAP,QALA For Financial Investments,5.36,17,14,9,11,6,3,5,65,1.0,66.0,Moderate,Enter w/ caution,55,5.9,13.3,4.7,60.2,2,,nan,nan,nan
