code,name,price,trend,momentum,volatility,volume,sr,pattern,sentiment,raw,adj,final,zone,action,weekly_raw,g5,g10,ext,rsi,dist_flags,mct,sector,mcap,avgvol
QNBA,Qatar National Bank,54.05,15,13,9,12,8,4,4,65,2.0,75.0,Strong,Enter w/ confidence,57,2.8,0.5,1.8,55.9,0,,nan,nan,nan
QNBE,Qatar Natl Bank,54.05,16,13,9,11,8,4,4,65,2.0,75.0,Strong,Enter w/ confidence,57,2.8,0.5,1.8,55.9,0,,nan,nan,nan
GIHD,Gharbia Islamic Housing Development,51.7,17,9,6,15,6,12,5,70,-1.0,74.0,Strong,Enter w/ confidence,66,22.9,16.4,19.1,74.5,2,,nan,nan,nan
IEEC,Industrial & Engineering Projects,0.57,19,8,6,18,6,12,5,74,-3.0,74.0,Strong,Enter w/ confidence,75,23.9,26.7,18.1,78.8,2,,nan,nan,nan
HELI,Heliopolis Housing,7.33,19,9,7,18,6,7,5,71,-1.0,73.0,Strong,Enter w/ confidence,68,14.0,11.7,10.5,70.5,2,,nan,nan,nan
OFH,O B Financial Holding,0.64,19,14,10,16,6,3,4,72,-2.0,73.0,Strong,Enter w/ confidence,60,6.7,6.7,3.9,62.4,0,,nan,nan,nan
AFMC,Alexandria Flour Mills,73.0,15,11,6,10,9,7,4,62,2.0,69.0,Moderate,Enter w/ caution,59,5.1,3.5,2.7,56.6,0,,nan,nan,nan
ADIB,Abu Dhabi Islamic Bank- Egypt,47.32,15,16,8,17,7,2,4,69,-6.0,68.0,Moderate,🔥 COILED: Enter w/ caution,59,1.5,4.0,1.6,53.5,0,,nan,nan,nan
FAIT,Faisal Islamic Bank of Egypt - In EGP,37.01,15,13,3,16,6,1,4,58,4.0,68.0,Moderate,🔥 COILED: Enter w/ caution,62,0.1,2.1,1.2,54.2,0,,nan,nan,nan
UEFM,Upper Egypt Flour Mills,518.06,16,11,8,17,4,3,5,64,-2.0,67.0,Moderate,Enter w/ caution,67,8.6,4.3,7.0,65.0,0,,nan,nan,nan
UEGC,Elsaeed Contracting& Real Estate Investment Company SCCD,1.77,19,8,6,18,7,7,5,70,-3.0,67.0,Moderate,Enter w/ caution,74,22.1,28.3,17.5,79.6,2,,nan,nan,nan
INFI,Ismailia National Food Industries,98.04,11,16,5,10,8,6,3,59,2.0,66.0,Moderate,Enter w/ caution,45,5.0,5.2,3.0,56.3,1,,nan,nan,nan
AMES,Alexandria New Medical Center,76.0,17,8,5,17,6,10,5,68,-8.0,65.0,Moderate,Enter w/ caution,72,25.6,57.0,31.4,75.3,2,,nan,nan,nan
IDRE,Ismailia Development and Real Estate Co,45.74,17,12,8,10,6,3,4,60,2.0,65.0,Moderate,Enter w/ caution,62,4.8,2.7,4.6,58.6,0,,nan,nan,nan
CERA,The Arab Ceramic CO.- Ceramica Remas,1.33,17,10,7,17,6,12,5,74,-11.0,64.0,Moderate,Enter w/ caution,63,9.0,7.3,7.7,70.9,0,,nan,nan,nan
EGSA,Egyptian Satellites (NileSat),9.08,16,12,7,17,6,9,5,72,-11.0,64.0,Moderate,Enter w/ caution,57,3.8,3.4,3.0,72.0,1,,nan,nan,nan
GOUR,Gourmet Egypt.Com Foods,14.62,20,8,5,16,5,6,5,65,-2.0,63.0,Moderate,Enter w/ caution,0,11.5,12.7,9.0,65.3,2,,nan,nan,nan
MOIL,Maridive & oil services,0.52,18,6,6,14,5,8,5,62,1.0,63.0,Moderate,Enter w/ caution,69,8.3,6.1,6.0,69.7,0,,nan,nan,nan
SCFM,South Cairo & Giza Mills & Bakeries,253.81,10,14,6,8,6,6,3,53,2.0,63.0,Moderate,Enter w/ caution,55,6.6,4.0,2.7,54.5,1,,nan,nan,nan
ZMID,Zahraa Maadi Investment & Development,6.85,18,12,4,12,6,8,5,65,-2.0,63.0,Moderate,Enter w/ caution,70,5.4,4.4,5.7,63.7,0,,nan,nan,nan
ETEL,Telecom Egypt,97.85,18,12,4,14,7,2,5,62,2.0,62.0,Moderate,Enter w/ caution,65,5.7,3.4,3.4,59.8,0,,nan,nan,nan
MCRO,Macro Group Pharmaceuticals - Macro Capital,1.25,13,14,9,9,6,3,3,57,0.0,62.0,Moderate,🔥 COILED: Enter w/ caution,38,3.3,2.5,1.3,53.2,1,,nan,nan,nan
LCSW,Lecico Egypt,31.54,19,9,4,17,7,7,5,68,-5.0,61.0,Moderate,Enter w/ caution,76,10.9,15.4,9.7,69.3,2,,nan,nan,nan
MIPH,Minapharm Pharmaceuticals,700.0,19,10,5,17,7,3,5,66,-5.0,61.0,Moderate,Enter w/ caution,51,6.3,5.6,4.2,61.3,0,,nan,nan,nan
OCPH,October Pharma,356.87,17,12,6,9,9,7,3,63,-3.0,61.0,Moderate,Enter w/ caution,58,0.1,4.3,1.4,56.6,0,,nan,nan,nan
RAYA,Raya Holding For Financial Investments,8.0,17,12,4,18,7,3,5,66,-5.0,61.0,Moderate,Enter w/ caution,61,3.9,8.1,5.4,60.1,1,,nan,nan,nan
TANM,Tanmiya for Real Estate Investment,5.49,19,10,5,13,9,7,5,68,-5.0,61.0,Moderate,Enter w/ caution,62,4.6,7.4,5.7,63.7,0,,nan,nan,nan
UNIP,Universal For Paper and Packaging Materials (Unipack,0.34,13,12,4,12,6,6,5,58,3.0,61.0,Moderate,Enter w/ caution,59,3.0,6.2,5.3,61.5,0,,nan,nan,nan
